radiant_win,rhero1,rhero2,rhero3,rhero4,rhero5,dhero1,dhero2,dhero3,dhero4,dhero5
1,12,75,53,85,15,99,87,44,25,26
0,100,121,75,26,8,9,56,64,70,69
0,14,11,49,4,20,74,91,43,100,93
1,27,15,77,104,105,112,93,30,29,64
1,20,72,11,9,56,6,53,83,22,7
0,63,69,104,26,44,55,80,39,67,97
0,27,14,48,75,96,97,123,47,70,64
0,30,70,123,60,35,72,112,47,42,64
1,96,54,64,5,76,72,93,44,53,45
0,138,14,30,22,21,46,70,64,31,102
1,34,136,27,67,31,76,45,95,38,50
1,111,7,36,32,19,34,85,47,40,70
0,85,104,11,44,58,108,6,22,84,56
1,2,9,138,3,34,44,85,74,5,36
0,138,123,22,47,84,50,49,106,70,9
0,6,59,105,2,30,14,64,67,11,51
0,67,128,97,11,58,36,7,101,138,93
0,138,54,101,27,104,36,6,30,51,87
1,114,76,9,72,23,7,123,53,6,64
0,105,72,62,14,10,7,56,26,98,64
1,49,38,62,66,18,81,86,21,26,93
1,57,11,50,14,54,76,102,26,12,22
1,9,62,6,10,85,56,111,136,77,11
1,32,106,25,135,75,11,29,1,101,121
0,71,93,38,11,100,72,69,67,84,106
0,30,74,81,119,93,11,2,9,6,26
1,5,14,8,80,84,113,64,87,41,29
1,91,81,17,30,5,75,69,9,14,74
0,23,31,11,128,135,65,26,111,44,15
1,11,42,14,68,45,101,56,49,30,114
1,51,39,30,2,6,129,74,93,11,64
0,60,73,30,11,36,14,26,56,64,108
1,46,57,41,14,111,123,43,9,76,93
1,2,31,17,54,37,14,56,84,59,58
0,138,114,2,88,85,44,93,84,8,100
1,95,4,90,64,30,2,21,27,93,71
0,48,41,60,75,47,84,81,101,2,113
1,93,26,14,27,35,19,8,1,95,32
0,93,26,74,105,81,16,121,25,126,1
0,62,14,23,72,60,54,75,74,123,120
0,123,94,21,14,83,138,64,9,129,41
1,30,74,16,91,95,82,44,9,28,4
1,35,1,109,17,59,101,121,114,86,14
1,76,62,44,51,19,47,89,105,71,59
1,104,62,1,85,34,44,21,22,29,30
1,71,53,123,138,106,60,85,11,74,86
1,101,2,13,84,67,17,54,135,14,53
0,93,74,99,6,64,138,46,30,76,60
0,30,98,5,44,41,11,101,104,63,32
1,108,23,26,70,30,64,59,56,60,17
1,101,75,138,11,64,93,91,21,85,5
0,104,106,10,14,22,123,44,31,85,35
1,2,93,119,17,14,62,71,85,15,28
0,100,93,36,7,25,11,1,71,101,104
1,81,35,89,37,22,112,75,11,67,60
0,76,83,138,23,128,87,25,59,43,8
0,85,59,91,72,70,55,76,89,100,98
1,77,70,27,17,50,68,104,2,21,54
0,34,14,62,31,8,74,45,1,99,5
1,59,54,27,91,75,39,114,36,90,103
0,5,19,87,67,36,1,123,2,34,31
0,51,67,65,101,3,90,123,106,39,41
1,71,48,12,36,26,119,21,46,22,29
0,44,21,97,86,34,45,51,49,30,102
1,123,8,92,136,17,129,64,10,93,30
1,110,99,35,75,88,12,18,11,63,87
1,54,50,85,74,121,9,76,2,87,114
0,72,36,6,120,100,27,10,55,104,25
1,93,62,87,13,28,49,9,74,72,8
1,33,36,26,104,44,88,86,72,41,14
1,76,104,46,26,33,20,70,93,71,37
1,10,74,98,120,19,135,87,40,17,70
0,61,40,25,72,10,19,104,8,31,86
1,54,21,9,34,7,75,11,8,35,112
0,1,9,120,69,14,137,19,70,98,57
0,98,4,50,64,129,5,76,35,14,47
0,100,72,74,29,45,48,104,86,15,101
0,32,36,70,31,99,93,30,49,7,23
1,6,14,102,2,121,72,126,135,50,10
1,2,39,84,72,11,104,80,64,43,128
0,101,60,75,42,80,105,27,54,104,11
0,13,111,9,129,109,42,138,49,106,27
1,21,4,5,26,8,87,63,75,104,6
1,2,17,86,27,109,18,123,25,50,73
0,41,17,53,64,14,63,109,7,76,103
0,42,50,36,84,21,59,101,26,86,44
1,19,1,2,111,9,105,26,70,102,13
1,35,14,75,93,71,26,88,22,15,85
1,135,46,93,64,37,107,113,84,6,61
1,101,36,84,42,32,62,71,12,105,106
0,35,2,101,5,11,62,30,104,26,1
1,35,98,84,1,34,85,107,44,14,11
1,30,1,121,105,97,8,87,128,23,74
1,14,42,60,75,128,13,6,102,76,26
1,47,33,42,71,11,74,121,22,30,104
1,120,36,69,89,86,91,27,41,74,136
1,1,104,34,50,21,62,44,71,6,22
0,74,5,2,4,54,22,50,14,8,11
1,49,101,14,30,46,87,27,2,5,44
1,14,74,8,22,44,32,136,1,86,5
0,6,119,129,47,84,94,8,75,27,96
1,136,75,86,101,119,31,120,83,84,95
0,11,20,81,105,10,6,47,9,84,67
1,75,104,1,2,71,97,47,41,72,6
0,29,6,81,104,47,51,42,84,35,129
0,93,23,69,71,59,35,15,128,89,62
1,97,22,30,1,75,86,11,50,60,56
1,104,27,110,93,11,8,45,87,108,82
1,86,114,63,31,69,41,32,22,44,113
1,49,90,106,100,32,2,120,10,71,30
0,136,106,4,62,5,37,110,70,85,35
1,104,37,41,81,30,35,26,137,12,20
0,46,114,99,50,74,98,39,138,111,121
0,35,95,32,84,14,30,27,93,98,7
1,4,76,30,74,23,9,22,75,41,128
1,52,104,62,69,58,35,123,65,106,97
0,104,5,35,26,14,54,80,75,129,27
1,1,32,102,97,75,23,92,121,21,44
1,135,105,42,36,46,91,29,50,129,93
0,75,89,46,16,26,93,31,69,5,35
1,91,46,25,30,50,22,60,101,73,35
0,8,26,75,85,74,114,106,1,30,28
0,6,58,99,23,68,29,41,21,47,87
1,86,76,129,45,104,13,84,44,28,64
1,37,20,14,62,8,71,138,35,2,30
0,14,64,8,27,22,128,11,92,50,1
1,86,105,49,4,67,87,138,71,88,44
1,30,36,34,93,96,61,101,75,56,7
1,102,94,129,69,63,110,106,87,8,123
0,137,67,40,21,30,104,14,8,53,72
0,72,104,14,35,91,80,70,31,106,107
0,56,26,43,37,30,34,91,14,123,11
0,58,56,86,128,19,30,101,14,126,12
0,138,109,17,93,11,128,32,58,120,6
1,5,90,65,98,70,71,26,84,44,113
0,26,48,87,138,71,2,30,17,104,68
1,44,28,14,7,86,1,21,26,120,17
0,14,46,119,22,6,91,95,31,101,104
0,111,26,70,14,34,64,96,81,10,5
1,105,35,50,41,17,114,137,31,9,119
1,104,128,11,37,1,68,72,120,36,41
1,57,48,83,75,44,45,85,72,110,6
1,10,93,37,27,104,35,29,48,32,44
0,75,46,7,6,103,56,69,36,62,44
0,68,17,67,19,97,106,71,31,8,14
1,101,28,49,89,119,11,105,35,123,93
0,119,136,56,19,16,53,11,64,42,1
0,47,114,43,5,52,74,50,75,56,2
0,69,91,121,35,114,138,19,123,113,65
0,22,30,104,44,123,67,9,7,3,8
1,27,70,31,76,138,109,9,106,69,35
1,60,53,50,6,34,8,114,47,71,51
1,36,21,41,94,30,86,37,35,104,56
1,33,48,20,87,43,69,70,39,14,114
1,72,70,104,30,11,1,86,14,129,119
1,84,63,8,91,30,113,35,45,100,70
1,35,29,101,68,67,107,106,121,93,102
1,126,27,114,23,138,84,10,11,5,18
1,9,96,138,59,54,2,40,25,21,26
1,2,16,102,30,22,105,136,93,92,5
0,57,26,7,97,35,9,128,93,120,105
1,89,74,49,50,26,84,1,3,54,23
0,59,102,75,29,86,6,27,26,77,84
1,36,61,90,30,28,96,138,49,43,114
0,50,45,62,99,48,89,64,84,70,14
0,35,30,1,13,110,10,6,84,137,138
0,136,77,99,2,21,43,54,26,113,86
1,74,37,46,72,42,64,14,100,56,104
1,75,3,93,38,34,67,128,136,120,14
0,1,21,14,22,81,16,37,106,62,34
0,63,35,101,45,100,26,103,31,6,17
0,64,11,1,9,7,59,85,48,56,72
1,119,85,120,93,21,14,5,72,91,114
1,93,86,107,30,15,64,70,50,52,2
0,112,105,51,94,17,88,84,44,97,120
0,10,96,20,13,109,77,114,36,33,2
1,6,47,7,27,11,46,64,48,34,62
1,39,121,50,1,16,60,85,74,64,54
1,14,28,59,1,27,10,61,68,8,101
1,2,8,83,21,50,5,26,42,17,23
1,26,62,1,119,11,105,21,44,35,31
1,100,21,36,54,31,28,6,123,17,14
0,114,34,5,129,21,47,64,68,137,109
0,10,123,86,12,50,14,36,35,63,59
0,6,86,121,5,100,21,60,119,105,14
0,11,27,64,123,16,137,25,8,86,31
1,27,1,40,71,10,63,44,5,14,29
1,93,34,16,22,111,40,43,23,68,138
0,36,69,114,128,5,8,87,70,72,93
0,56,69,5,28,41,11,38,92,9,67
1,54,26,82,36,68,14,64,44,80,2
0,86,49,6,98,75,35,93,30,26,96
0,18,20,35,101,14,40,17,2,75,44
1,106,15,72,64,44,6,58,128,36,97
1,128,28,9,34,54,11,114,20,2,83
0,138,20,68,62,33,74,104,22,88,10
1,87,1,30,106,69,128,8,64,18,137
0,75,56,21,36,26,35,2,40,14,123
0,68,90,84,21,44,75,27,98,41,74
1,8,5,35,100,113,27,84,56,30,86
0,128,123,30,102,56,7,129,34,114,37
0,68,97,30,56,14,138,101,62,84,41
0,64,128,97,55,1,120,69,4,85,27
0,95,56,86,97,63,11,9,45,8,59
0,99,101,138,30,35,7,6,14,98,72
1,56,2,44,84,101,1,99,105,11,5
1,112,74,123,96,44,32,87,138,106,135
1,6,28,21,34,84,11,75,63,69,102
1,64,67,76,29,50,19,112,96,105,6
1,100,64,104,59,86,138,58,36,3,14
1,9,15,44,17,75,13,86,6,106,69
0,123,104,54,30,87,12,136,86,72,76
0,12,29,11,31,48,89,105,17,1,86
1,34,77,21,71,109,93,76,105,72,45
1,56,31,104,76,5,106,119,101,42,8
0,56,30,86,138,84,37,74,18,129,111
0,102,11,86,83,2,101,75,105,73,114
1,1,27,62,108,86,30,44,35,53,36
0,6,75,31,29,135,138,64,96,111,1
1,101,39,9,2,56,100,22,93,104,33
0,70,87,53,83,51,101,61,12,75,14
0,64,75,97,34,67,32,8,30,78,128
0,102,39,86,35,135,67,26,59,5,106
0,138,87,11,38,72,30,27,21,126,102
1,13,72,93,137,30,75,86,6,87,2
1,11,21,1,123,28,6,126,87,16,27
1,104,128,54,7,42,137,75,72,126,6
0,22,104,56,26,14,6,9,15,32,135
1,62,25,1,50,82,28,21,2,100,94
0,113,5,62,114,136,74,41,68,120,87
0,35,54,72,71,84,104,67,83,56,101
0,60,7,30,64,70,42,5,39,66,81
0,32,68,65,44,137,70,74,128,64,22
1,74,135,101,138,105,34,49,46,22,5
1,69,120,30,8,86,11,5,53,2,20
1,114,11,128,74,12,93,104,30,22,100
0,101,21,11,2,121,50,22,47,70,14
1,17,102,30,56,104,105,14,93,32,85
1,2,32,5,1,56,15,50,20,41,52
0,86,44,69,119,50,105,36,21,11,16
1,30,54,59,31,44,67,68,4,2,76
0,123,65,70,113,22,1,105,97,26,76
0,100,17,129,119,41,1,120,71,26,34
1,99,129,6,75,23,86,67,104,56,27
1,44,49,86,46,30,104,25,84,6,21
1,59,26,4,31,2,37,129,46,119,135
1,14,74,80,114,95,6,70,47,85,67
1,11,84,47,71,4,107,17,1,49,53
1,90,14,11,1,2,44,42,74,72,75
0,86,56,85,8,98,41,19,105,20,63
1,44,106,105,85,72,135,101,56,91,8
1,111,29,4,63,3,85,23,39,1,19
1,76,91,2,44,75,47,11,28,85,5
0,44,53,29,72,86,75,49,91,46,67
1,28,45,17,1,64,22,26,86,51,70
0,2,32,93,64,82,27,31,4,14,46
0,65,68,136,70,17,30,93,105,100,104
1,129,45,138,100,56,25,9,94,91,38
0,137,5,41,26,107,1,40,29,50,106
0,41,33,14,109,104,80,72,21,35,48
0,17,31,5,28,44,96,34,86,27,93
0,137,37,7,14,10,104,1,85,3,19
0,76,27,35,71,63,14,33,93,21,20
0,121,34,73,26,10,120,1,80,14,97
1,4,9,29,28,52,19,54,64,32,43
1,47,2,21,86,8,129,88,30,70,22
0,49,123,44,22,64,26,8,9,2,21
0,31,21,86,94,81,93,56,104,50,85
1,43,56,75,36,13,70,69,105,21,11
1,84,98,121,104,44,26,88,6,100,74
1,84,53,69,11,14,86,26,113,1,114
0,97,108,21,56,26,128,62,41,59,1
1,14,33,44,11,69,109,50,75,36,114
0,37,48,17,100,2,27,72,104,126,42
0,123,8,20,107,121,74,1,14,86,83
0,1,2,75,9,106,16,35,44,86,68
0,54,27,85,11,83,29,16,1,80,86
0,137,14,21,50,109,80,86,49,26,36
0,105,30,106,17,135,91,33,74,11,35
0,57,75,101,95,93,56,30,123,105,104
1,128,17,1,91,2,62,138,97,85,29
1,44,11,77,20,105,41,74,72,14,69
1,14,56,37,123,138,30,114,87,44,13
1,37,19,65,1,43,2,57,39,58,67
0,126,84,6,35,51,86,9,81,102,36
1,51,100,104,42,25,59,27,114,23,5
0,62,32,137,75,7,46,83,27,29,1
0,20,25,29,32,74,62,1,30,54,120
1,25,35,121,71,44,36,6,31,75,2
0,13,59,64,4,87,29,74,9,36,62
1,14,93,84,104,34,98,10,16,27,19
0,95,14,91,100,26,93,120,31,16,30
1,59,41,100,137,30,99,86,97,6,50
1,75,14,67,6,28,91,123,34,8,31
1,36,83,138,39,27,49,13,54,37,9
1,29,93,123,75,27,41,62,14,25,74
1,85,83,44,68,16,79,72,137,105,8
0,121,108,61,27,44,14,30,71,101,1
0,50,8,86,62,77,80,138,113,15,87
1,36,1,71,76,31,11,23,111,72,41
0,123,5,80,114,56,113,12,104,64,14
1,27,96,17,42,72,87,101,123,46,69
1,35,18,104,86,27,94,75,64,74,29
0,19,16,35,75,59,26,107,14,56,119
0,81,35,8,40,91,33,30,11,16,70
0,1,128,16,23,106,22,14,120,114,105
0,102,129,26,1,54,66,48,5,100,44
1,48,57,108,86,34,11,64,2,71,93
0,98,83,6,40,76,35,43,29,31,138
1,8,22,14,81,40,84,55,83,113,12
0,112,104,123,114,106,12,107,78,26,137
0,80,91,22,41,105,6,136,76,28,68
0,78,57,68,93,64,34,44,11,110,7
1,50,62,72,44,1,39,30,4,49,31
0,14,105,42,50,49,1,51,34,26,21
1,93,37,51,63,19,6,30,7,39,31
1,62,93,47,119,7,87,25,18,14,76
1,17,138,31,47,114,75,2,35,44,50
0,76,20,106,114,14,13,87,21,8,85
0,93,114,99,9,83,31,48,20,103,26
0,35,123,28,138,75,37,128,44,76,25
1,104,44,87,22,30,31,93,101,76,21
0,104,79,100,41,108,71,60,5,51,109
1,47,11,58,96,129,44,100,91,10,75
0,88,19,93,108,27,33,60,12,64,86
0,96,138,14,30,8,99,11,56,64,68
1,32,35,84,27,41,30,26,93,29,129
0,71,75,6,5,52,21,30,2,1,87
1,5,38,86,63,101,62,68,6,102,111
1,120,3,84,27,59,76,58,38,121,104
1,80,12,48,83,35,14,76,57,18,70
1,80,32,137,105,5,71,101,109,112,128
0,47,26,11,87,8,7,75,67,30,79
1,44,76,52,86,135,48,14,68,21,11
1,14,75,55,1,64,98,100,103,70,16
0,30,138,113,48,129,22,104,64,42,11
1,26,6,84,34,75,111,47,101,104,35
0,101,74,58,96,10,11,105,5,66,54
1,135,123,57,18,36,12,62,29,75,26
0,84,13,50,69,95,62,42,70,14,35
1,30,36,76,70,27,5,74,11,69,16
1,137,71,6,5,78,1,99,53,72,11
0,14,11,97,2,63,85,6,17,86,87
0,3,74,98,87,6,27,76,138,58,78
0,30,25,9,14,1,137,63,21,75,47
1,14,62,98,19,35,10,126,21,36,101
1,7,102,42,5,34,52,2,98,31,44
1,71,14,1,101,2,9,16,35,27,44
1,67,7,11,12,84,54,23,21,4,14
1,11,1,86,35,81,41,47,60,37,26
1,72,14,27,11,2,123,10,7,15,30
1,138,18,74,54,52,49,135,11,126,104
0,31,56,35,99,53,75,104,30,11,26
0,9,64,22,93,99,77,70,26,7,101
0,36,79,63,70,72,27,68,14,13,1
0,101,70,123,47,11,6,35,112,100,104
0,110,21,89,28,9,47,105,135,56,93
1,13,26,67,2,90,22,42,34,30,35
0,138,14,26,93,5,25,58,77,86,80
1,102,32,71,119,113,69,26,123,105,8
0,58,54,49,6,27,40,75,114,2,11
1,26,1,59,99,45,100,71,70,84,35
0,74,19,96,22,104,75,32,86,18,59
1,49,62,50,23,44,27,78,41,64,34
1,16,41,40,43,25,111,58,93,104,30
0,28,106,6,138,87,72,14,44,76,104
1,91,93,22,83,18,84,14,96,1,75
1,106,35,5,100,21,97,56,112,50,36
1,30,1,36,128,75,74,2,62,93,71
0,54,104,72,5,14,75,97,114,91,11
0,8,57,53,88,75,93,87,97,10,14
1,6,98,97,50,75,9,85,44,14,64
0,22,46,85,28,37,102,21,11,93,75
1,14,50,76,43,69,83,11,87,44,110
1,37,2,31,67,76,40,138,51,101,104
1,76,104,64,9,70,128,87,93,98,11
1,77,8,14,50,86,54,26,35,78,37
1,89,105,27,73,41,2,8,7,20,34
0,14,86,30,56,76,101,70,11,77,57
1,19,30,50,21,81,105,42,14,13,47
1,75,71,70,26,21,97,101,76,86,1
0,14,123,11,56,2,102,75,22,44,71
1,56,105,100,28,128,138,75,26,60,44
1,102,6,8,27,9,14,26,51,39,1
1,60,30,20,25,44,106,90,28,39,64
1,97,14,64,62,1,9,44,104,34,26
1,69,14,26,22,67,51,128,34,12,64
0,26,34,12,103,9,44,137,6,37,14
1,135,85,56,44,84,53,99,5,113,2
0,96,30,51,32,44,5,26,8,56,2
0,11,123,105,48,96,8,101,74,83,104
1,1,85,58,90,121,104,2,64,5,109
1,104,25,3,94,75,30,76,56,48,57
0,45,6,76,30,29,4,25,137,31,41
1,75,35,19,98,64,26,36,31,22,11
1,86,11,49,84,14,42,30,39,67,9
1,27,30,6,5,98,91,21,2,72,90
0,93,29,22,75,114,49,27,70,100,9
0,76,104,102,5,114,129,11,14,93,101
0,40,70,67,13,57,110,54,59,123,48
1,18,26,16,30,63,35,14,9,7,29
1,62,11,99,27,42,26,30,5,138,80
0,48,27,7,25,21,97,56,138,135,8
0,85,78,1,87,113,5,73,101,104,46
0,96,62,93,123,30,135,52,83,56,5
0,67,87,99,14,74,64,1,58,2,9
1,112,86,71,56,128,60,107,25,21,101
1,36,70,34,26,22,41,16,74,86,30
1,54,63,14,106,86,7,37,96,10,114
1,30,108,36,112,41,47,27,14,11,44
0,90,29,91,14,44,64,2,138,93,5
0,23,5,52,72,16,104,76,123,26,6
0,86,96,10,31,106,59,108,109,57,138
0,72,101,1,16,11,110,97,58,49,80
1,96,50,67,13,51,108,112,76,22,102
1,5,36,73,48,35,11,30,44,97,53
0,75,51,7,1,111,26,100,14,138,86
0,137,16,40,8,37,69,71,14,112,1
1,126,51,93,9,74,99,105,120,70,30
0,40,2,1,6,72,54,119,30,99,75
1,93,40,75,108,14,99,17,1,16,35
1,121,95,21,5,59,58,12,29,35,26
1,50,8,47,91,30,38,14,90,32,126
0,51,14,72,1,71,129,68,34,119,56
0,123,47,44,80,50,64,87,35,30,75
0,135,86,9,74,41,114,90,123,23,12
0,34,81,128,69,27,1,105,126,5,138
1,21,93,54,85,58,63,26,1,34,120
1,81,46,56,83,101,1,121,34,62,14
0,8,62,106,37,99,68,67,17,60,16
0,41,9,137,28,57,48,1,93,111,138
1,74,10,7,110,42,83,21,30,114,48
1,57,70,30,34,54,35,27,79,49,109
1,50,102,54,1,93,104,30,8,11,31
1,21,49,36,40,74,119,94,30,23,70
1,43,114,106,50,38,6,36,87,104,75
0,123,90,2,13,8,54,7,44,86,128
1,26,104,56,14,1,17,8,102,84,22
0,17,5,99,9,62,54,128,85,30,11
0,86,38,5,11,56,27,70,74,53,29
0,113,27,68,126,98,123,56,5,29,95
1,9,29,33,82,109,5,35,27,70,104
0,35,110,75,137,19,128,49,84,32,52
1,46,7,11,38,74,100,19,8,128,32
1,52,65,8,84,108,75,50,96,93,11
0,136,11,120,44,33,4,40,5,1,100
0,35,16,1,123,47,129,86,63,52,45
1,44,25,105,14,26,6,114,99,86,31
0,2,56,105,11,85,6,84,96,33,14
1,83,71,89,14,9,84,27,138,5,13
1,137,93,37,85,76,72,42,75,69,35
1,64,114,91,69,106,1,87,16,40,47
1,30,8,36,104,9,28,70,50,91,80
1,23,40,86,67,36,128,27,56,74,99
1,56,86,11,27,19,17,100,106,6,108
1,22,85,67,72,2,126,30,21,6,51
1,5,93,119,11,77,135,97,67,30,110
0,74,81,103,86,42,15,123,106,30,12
1,13,93,6,5,3,64,70,71,107,7
1,27,85,30,67,22,106,123,37,28,11
0,138,53,109,137,71,58,87,32,88,13
1,23,1,84,74,135,10,22,104,107,30
1,55,8,26,74,25,7,97,10,87,1
0,49,108,86,67,26,90,34,20,73,137
1,107,51,120,69,41,84,112,60,58,93
0,87,11,57,123,75,88,10,104,78,105
0,1,113,86,9,128,136,15,51,11,39
0,44,74,99,26,43,7,100,5,4,1
1,27,44,45,53,2,86,6,49,101,59
0,44,7,34,75,84,83,1,29,17,5
1,6,41,32,40,22,2,42,102,101,21
1,70,51,49,83,35,105,15,121,56,11
1,74,16,1,26,25,37,11,101,93,2
1,74,79,95,72,104,42,26,93,53,81
1,113,1,51,11,27,23,54,100,25,4
1,72,104,76,28,5,27,8,112,62,71
0,41,85,102,11,75,84,2,37,76,67
0,138,48,50,41,38,102,47,27,8,91
0,138,126,26,21,14,90,73,8,87,7
0,98,112,48,42,52,123,6,86,14,22
1,63,14,30,21,119,64,7,126,95,121
0,6,129,84,50,53,104,32,9,93,26
1,128,26,101,41,58,35,104,111,5,11
0,41,96,14,136,64,81,60,63,135,84
1,22,23,26,72,52,128,44,1,108,71
0,93,87,42,30,54,121,34,129,15,9
0,108,70,64,30,100,81,16,63,5,75
1,1,67,68,104,30,34,54,80,120,27
1,35,15,90,7,1,49,111,47,9,44
0,21,104,26,22,94,31,18,121,77,35
1,128,55,129,49,41,8,31,7,86,56
0,10,56,54,89,93,41,72,90,95,6
1,45,84,48,53,120,5,17,49,27,70
0,20,109,97,43,53,80,81,86,100,105
0,54,25,105,89,17,10,60,126,34,30
0,5,1,18,22,35,46,106,2,51,27
1,44,14,36,50,123,104,106,68,32,5
0,47,99,30,11,123,48,60,137,9,20
0,8,100,64,70,86,62,43,11,95,75
1,44,39,51,1,30,56,61,58,81,75
1,34,71,23,109,27,72,11,64,48,138
0,45,83,41,101,29,37,76,91,11,30
1,76,16,11,50,3,67,30,7,64,138
1,83,28,6,34,51,71,72,22,64,35
1,75,56,27,6,19,113,34,16,9,84
1,105,89,74,35,14,68,6,104,90,128
1,31,14,10,21,16,47,45,12,26,90
1,129,101,44,69,27,123,60,6,86,34
1,56,5,99,76,35,58,138,12,54,41
0,86,112,76,100,67,22,9,84,105,17
0,34,35,30,47,31,2,70,65,5,75
0,31,41,11,96,74,101,7,92,53,70
1,111,1,72,74,49,75,28,9,123,56
1,9,93,27,70,23,83,29,33,106,1
1,51,126,111,6,11,39,30,44,102,123
1,128,37,86,22,67,114,33,14,44,16
1,41,75,58,49,64,44,123,109,11,54
0,39,93,64,36,5,83,102,30,11,23
0,2,7,101,25,45,84,74,107,73,41
1,81,44,5,37,34,96,138,119,26,93
0,7,137,76,73,22,84,58,104,90,15
1,33,31,97,49,1,59,56,86,29,22
1,56,50,1,87,77,59,93,5,2,107
1,26,11,104,81,87,8,121,42,93,44
0,13,26,54,100,29,39,72,59,74,93
0,67,101,9,76,104,95,71,85,75,35
0,64,85,14,8,75,114,62,86,105,69
0,64,73,30,49,44,123,8,31,11,85
1,99,5,51,93,11,44,36,87,17,86
0,6,88,70,14,68,75,97,71,11,67
1,121,56,104,26,17,75,27,19,14,54
1,40,35,93,123,26,7,114,96,21,86
0,101,27,22,94,19,44,70,26,30,36
0,50,58,60,22,41,128,31,28,34,70
1,54,31,104,64,11,87,47,88,114,75
0,75,101,44,5,36,14,64,51,35,53
0,50,7,93,137,17,34,14,10,121,128
1,60,1,21,75,34,56,111,19,54,86
0,35,50,11,8,16,68,70,17,60,105
0,70,59,84,86,93,1,114,97,31,9
1,82,14,128,62,35,67,106,19,77,5
1,53,1,19,26,11,20,17,86,104,129
1,12,74,72,7,30,13,96,85,6,100
1,68,99,12,14,27,50,25,121,35,44
0,105,114,62,71,135,7,70,76,97,26
1,5,77,6,76,72,31,99,27,81,114
1,110,85,1,34,120,22,103,40,9,138
1,83,2,67,76,105,34,19,22,6,57
1,52,2,126,42,85,54,74,35,14,105
0,5,138,82,25,83,107,11,120,26,109
1,104,86,53,56,44,8,71,30,113,69
0,11,70,96,50,91,29,5,85,1,75
1,93,9,128,36,35,104,10,64,50,16
1,104,30,39,22,44,129,64,26,138,7
1,75,43,67,86,30,41,5,54,114,101
1,64,93,27,76,41,107,104,2,30,14
1,126,2,7,46,87,26,123,41,6,74
1,31,40,22,67,53,9,6,14,138,19
0,65,76,85,44,14,6,96,128,105,33
1,64,30,16,76,8,71,11,104,87,114
0,59,54,111,28,30,114,104,6,113,86
1,64,42,17,119,51,44,25,30,9,69
1,105,55,14,26,93,54,72,50,34,85
1,5,14,46,72,30,105,6,70,104,47
1,82,34,30,62,14,93,9,16,114,1
1,121,22,60,26,51,18,104,101,34,35
0,16,110,35,10,22,8,64,47,136,5
1,14,7,128,59,44,5,45,103,22,41
1,97,93,76,40,69,37,80,120,71,123
0,26,104,27,8,114,31,123,1,97,120
0,123,104,86,58,6,63,30,48,8,2
1,1,36,25,96,91,44,71,105,64,34
0,17,23,87,84,93,97,86,5,44,59
1,17,28,70,90,37,135,30,76,87,35
0,71,96,9,22,3,89,25,86,28,35
1,6,87,108,64,22,85,8,25,9,65
1,6,2,9,71,114,27,100,104,41,36
0,36,17,7,22,114,54,29,37,76,3
0,70,47,46,40,8,93,97,86,80,64
0,11,36,79,101,10,14,126,8,30,15
0,53,128,69,30,120,2,22,1,65,100
1,75,50,4,30,40,137,64,138,54,135
0,59,112,107,25,53,49,50,54,14,74
1,7,5,86,77,89,10,22,41,50,60
0,14,65,46,138,87,11,51,104,121,53
1,74,120,25,1,39,128,106,67,121,129
1,36,94,22,61,6,4,32,76,11,25
1,101,46,97,37,11,23,85,86,63,88
1,45,74,63,93,44,64,70,5,47,1
0,74,27,98,26,41,6,97,48,91,100
0,9,26,104,70,114,84,22,56,81,14
0,67,6,126,27,19,105,80,51,1,99
0,137,23,54,102,30,83,43,91,6,100
0,120,41,49,19,37,34,54,71,97,86
0,111,74,49,54,113,7,14,71,50,11
0,1,129,136,11,22,50,57,85,120,44
0,84,29,1,6,48,14,128,87,138,42
0,60,5,11,54,26,75,73,41,21,113
1,95,26,138,89,74,21,6,12,62,75
0,11,93,14,43,44,87,69,75,64,54
0,69,75,45,8,71,138,72,14,50,95
1,1,30,34,29,5,15,86,54,114,35
0,38,102,113,105,86,67,59,104,121,30
1,64,53,68,81,25,56,123,99,106,109
1,92,39,102,49,44,89,18,57,10,106
0,13,100,31,46,98,97,50,14,17,81
0,75,44,26,38,85,6,104,23,30,71
1,74,21,42,114,75,44,71,3,108,104
0,27,104,33,86,108,26,6,23,36,34
1,123,7,29,36,138,63,75,14,120,30
1,34,44,119,21,64,5,30,42,58,14
1,44,2,94,87,20,47,71,90,22,12
1,1,71,101,104,106,93,5,102,86,108
0,138,31,61,86,58,6,105,2,27,23
1,138,4,59,121,39,47,93,2,8,64
0,2,101,25,11,22,104,67,30,74,105
0,106,32,74,86,109,72,76,67,111,71
1,44,138,75,71,72,74,114,30,1,43
1,3,138,26,7,96,34,84,128,16,41
1,129,1,64,52,30,104,89,128,65,87
1,86,95,14,35,31,97,112,30,1,106
0,63,45,64,43,41,26,53,99,74,8
0,14,34,54,111,22,129,11,101,1,9
0,112,84,35,1,136,90,67,86,99,100
0,1,92,100,137,119,126,20,79,59,6
0,41,78,26,50,30,27,42,104,137,75
0,138,22,128,26,51,86,12,2,101,113
0,17,83,93,51,13,114,14,107,5,6
1,54,112,137,43,27,42,84,39,128,41
1,67,84,59,35,26,6,70,29,48,31
1,100,76,105,20,81,44,29,90,106,31
0,96,105,106,67,75,136,135,54,58,97
0,55,30,95,68,10,61,26,43,67,63
